,,,,,,,Heater correction: 0 - 14 days,,,,0.1, m3/ broiler,,,Mimimum ventilation,,,,,
,,,, ,,,Heater correction 14 - 28 days,,,,0.02,m3/ broiler,,,0 - 7 days:,,0.15,m3 per broiler,,
,,,, ,,,Heater correction 28 days - slaughter,,,,0,m3/ broiler,,,7 - 14 days,,0.25,m3 per broiler,,
,,,,,,,,,,,,,,,,,,,,
,,House,,1,25000,Broilers,,,,Maximum Capacity outlet:,,,,236000,,,, m3/hour,,Minimal max.
,Dag,Min. Temp.,RV,Amount broilers,Body weight, ,Min. Ventilation m3/ kg LW metabolic,,,,Min. Ventilation m3/ kg LW metabolic,,,,Min. Ventilation m3/ kg LW metabolic,,,,,MAXIMUM VENTILATIE
,#,,,,,Kg meat,Outside < 0°C,,,,Outside 0-15°C,,,,Outside  > 15°C,,,,,
,,,, ,,,0.6,,,,0.8,,,,1,,,,,4
,,,,,,,m3,m3/br,m3/kg,% of total,m3,m3/br,m3/kg,% of total,m3,m3/br,m3/kg,% of total,,m3/h/kg
,1,33,55,25000,52,1300,4133.4045716637329,0.16533618286654933,3.1795419782028715,1.7514426151117514E-2,4677.8727622183105,0.18711491048873244,3.5983636632448541,1.9821494755162334E-2,5222.3409527728891,0.20889363811091555,4.017185348286838,2.2128563359207157E-2,,5200
,2, ,,24975,64,1598.4,4404.2410992918803,0.17634598996163683,2.7554060931505755,1.8662038556321526E-2,5039.8214657225071,0.20179465328218246,3.1530414575341008,2.1355175702214013E-2,5675.401832153133,0.22724331660272806,3.5506768219176257,2.4048312848106497E-2,,6393.6
,3,32,,24950.025000000001,80,1996.002,4746.853888501988,0.19025447423407343,2.3781809279259178,2.0113787663144016E-2,5497.4710180026514,0.22033929897876459,2.7542412372345577,2.3294368720350216E-2,6248.0881475033138,0.25042412372345574,3.1303015465431967,2.6474949777556416E-2,,7984.0079999999998
,4,,,24925.074975000003,98,2442.6573475500004,5111.9404129683389,0.20509227828183649,2.0927783498146577,2.166076446173025E-2,5985.0847181244526,0.24012303770911533,2.4502350786644422,2.5360528466629038E-2,6858.2290232805653,0.27515379713639415,2.8076918075142259,2.9060292471527818E-2,,9770.6293902000016
,5,,,24900.149900025004,117,2913.3175383029256,5478.7857673841081,0.2200302323231639,1.8806002762663581,2.3215193929593678E-2,6475.0426931779775,0.26004030976421855,2.2225667501215258,2.7436621581262616E-2,7471.2996189718478,0.30005038720527322,2.564533223976694,3.1658049232931557E-2,,11653.270153211703
